,Attribute,ChildDeps,ChildPOS,ChildWords,Class,ParentDeps,ParentPOS,ParentWords,Sentence
2231,screen,"[u'nsubj', u'cop', u'amod', u'advcl']","[u'NN', u'VBZ', u'VBG', u'VBN']","[u'os', u'is', u'missing', u'powered']",0,[u'acl:relcl'],[u'NN'],[u'boot'],now the chromebook wont boot and shows the chrome os is missing or damaged screen when powered on
2232,hardware,[],[],[],1,[u'compound'],[u'NNS'],[u'updates'],the trackpad is clumsy but hopefully future hardware updates fix this
2233,card,"[u'compound', u'acl:relcl']","[u'NN', u'JJ']","[u'gb', u'great']",1,"[u'dobj', u'compound']","[u'VBZ', u'NN']","[u'has', u'reader']",while it has gb memory a card reader would be great to expand or exchange files but alas not
2234,price,[u'det'],[u'DT'],[u'the'],0,[u'nsubj'],[u'VB'],[u'get'],overall its worth the price but do get antivirus protection
2235,hardware,"[u'case', u'det']","[u'IN', u'DT']","[u'of', u'the']",0,[u'nmod'],[u'NNS'],[u'quirks'],windows can be a bit of a pain as can some of the hardware design quirks but overall im finding it to be a solid performer
2236,manufacturer,"[u'compound', u'det']","[u'NN', u'DT']","[u'battery', u'the']",1,"[u'compound', u'nsubj', u'compound', u'nsubj']","[u'NN', u'JJR', u'NN', u'VB']","[u'pad', u'better', u'life', u'have']",it has a number pad on the keyboard which a smaller laptop would not have gb of ramcons battery life could be better but to accomplish this the manufacturer would probably have to trim performance
2237,model,"[u'dep', u'det', u'ccomp']","[u'RB', u'DT', u'VBD']","[u'also', u'the', u'received']",0,[],[],[],also the model i received was worth between and less than the one i paid for
2238,,[],[],[],0,[],[],[],what i like it does last the hours
2239,computer,[u'compound'],[u'NN'],[u'internet'],1,"[u'dobj', u'compound']","[u'VBZ', u'NN']","[u'requires', u'isnt']",there are also fewer options every app requires internet connectivity to work fullyfor some reason google decided it would be a great idea to limit the functionality of its apps if the computer isnt connected to the internet
2240,product,"[u'case', u'det']","[u'IN', u'DT']","[u'for', u'this']",0,"[u'compound', u'nmod']","[u'NN', u'NN']","[u'service', u'service']",beyond that the customer service for this product has left me wishing their was a half star option but its getting one start for the few months that it worked
2241,years,[u'case'],[u'IN'],[u'of'],0,[u'nmod'],[u'NN'],[u'couple'],ive been really missing having an android tablet since my nexus died a couple of years ago
2242,screen,[],[],[],1,[u'compound'],[u'NNS'],[u'apps'],it would also be nice to be able to create and manage screen apps easier
2243,brand,[u'det'],[u'DT'],[u'this'],0,[u'dobj'],[u'VBP'],[u'purchase'],i have owned several laptops never an asus but this will be the last time i purchase this brand based on the quality i am experiencing
2244,description,"[u'advmod', u'case', u'det']","[u'RB', u'IN', u'DT']","[u'as', u'in', u'the']",0,[u'nmod'],[u'NN'],[u'lbs'],it is actually pounds or less not lbs as in the description
2245,,[],[],[],1,[],[],[],pro pretty fast no problems at all with games or any other programs i use looks pretty nice and feels cool with the aluminium body design it starts really fast with the asus instant on kick ass sound thin and portable design even with the screencons no backlight keyboard would be perfect if it would have it there is a little disperfection with the mousepad its like bulk in the left side that makes it feel its not well assembly and the top right side of the spacebar feel hard to press battery life is bad to averager so you have to carry your charger mostlyso far i love it and its a great machine for that price i think
2246,computer,[],[],[],0,[u'compound'],[u'NN'],[u'money'],this is my second asus laptop and if they keep it up like this theyll have all my future computer money
2247,part,"[u'case', u'advmod', u'advmod', u'det', u'amod', u'nmod', u'case', u'nmod:poss', u'acl:relcl']","[u'CC', u'RB', u'RB', u'DT', u'JJ', u'NN', u'IN', u'PRP$', u'VBN']","[u'less', u'then', u'later', u'the', u'blank', u'fault', u'on', u'my', u'appreciated']",0,"[u'nmod', u'nmod:npmod', u'dobj', u'nmod']","[u'NN', u'RB', u'VBN', u'VBN']","[u'oct', u'later', u'shut', u'shut']",i purchased on oct less then years later the product has shut down blank screen thru no fault or error or mishandling on my part any suggestions are greatly appreciated
2248,,[],[],[],1,[],[],[],i thought it would be easier to use but the trouble im having with it is you cant just download anything like with a any other laptop you have to find an app compatible with the chrome download that then whatever it is like i try to downlaod tango it would not let me with out finding an app in the chrome store i could go thjru plus skype is not even compactible with chrome so i am trying otherways to contact my family in europe
2249,,[],[],[],0,[],[],[],i up and reading e mail in my account in less than minutes
2250,,[],[],[],0,[],[],[],here are the list of problems i have within less than hours receiving
2251,product,"[u'case', u'det', u'amod', u'nmod']","[u'IN', u'DT', u'JJ', u'NNS']","[u'on', u'a', u'mature', u'laptops']",0,[u'nmod'],[u'VBZ'],[u'is'],on a highly mature and competitive product like windows laptops there is no excuse for problems at this level
2252,,[],[],[],0,[],[],[],it was sent to acer support center three times they would after send it back and the same problems would start all over again till this day
2253,battery,"[u'amod', u'dep']","[u'NN', u'JJ']","[u'battery', u'unusable']",0,"[u'nsubj', u'amod']","[u'JJR', u'NN']","[u'less', u'life']",unusable battery life is substantially less than my last acer netbook
2254,port,"[u'det', u'det', u'compound']","[u'DT', u'DT', u'NN']","[u'the', u'the', u'mm']",0,"[u'nsubj', u'nsubj']","[u'NN', u'VBZ']","[u'blue', u'supports']",what i dont like is that the port is not colored blue which is industry standard the mm port supports both headset and microphone which means you can plug in an earbud or basic handsfree for use with skype and etc
2255,computers,"[u'det', u'compound']","[u'DT', u'NNS']","[u'both', u'computers']",0,"[u'nsubj', u'compound']","[u'VBD', u'NNS']","[u'died', u'batteries']",both computers batteries died in less than months
2256,computer,"[u'nmod:poss', u'compound']","[u'PRP$', u'NN']","[u'our', u'home']",0,[u'nsubj'],[u'VBD'],[u'died'],we started to use the laptop less and less until our home computer died
2257,years,"[u'nsubj', u'cop', u'det', u'amod', u'cc', u'conj', u'case', u'det', u'amod', u'cc', u'conj']","[u'FW', u'VBP', u'DT', u'VBN', u'CC', u'FW', u'IN', u'DT', u'JJ', u'CC', u'RB']","[u'i', u'am', u'a', u'demanding', u'and', u'i', u'for', u'the', u'last', u'or', u'so']",0,[u'dep'],[u'VBG'],[u'typing'],i am a somewhat demanding user and i have been touch typing for the last years or so
2258,screen,"[u'det', u'compound']","[u'DT', u'NN']","[u'the', u'touch']",0,[u'nsubj'],[u'JJ'],[u'responsive'],the touch screen is less responsive the closer to the edge you get
2259,computer,[u'det'],[u'DT'],[u'the'],0,[u'dep'],[u'NN'],[u'month'],i purchase this laptop and less than six month the computer is not working
2260,battery,[u'det'],[u'DT'],[u'the'],0,[u'dobj'],[u'VB'],[u'remove'],i have to remove the battery regularly its not what i was hoping for
2261,,[],[],[],1,[],[],[],i cant download anything not using the chromestore and it has maybe games that someone would be willing to buy and believe me all of the games have some sort of bug
2262,screen,"[u'amod', u'amod']","[u'JJ', u'VBG']","[u'lenovo', u'flickering']",0,[u'dobj'],[u'VBG'],[u'looking'],try looking up lenovo screen flickering and youll find several people complaining about the same issue
2263,,[],[],[],0,[],[],[],the second time i spent two hours on the phone with them and they can not understand what the problem is
2264,card,"[u'dep', u'det', u'compound', u'acl']","[u'RB', u'DT', u'NNS', u'VBN']","[u'later', u'the', u'graphics', u'started']",0,[],[],[],a few months later the graphics card started crashing occasionally
2265,system,[],[],[],0,"[u'compound', u'compound']","[u'NN', u'NN']","[u'couldnt', u'couldnt']",re order asus uxa dh inch zenbook silver aluminum when attempting to make a recovery disc we went to recovery option f at startup as instructed and the following message came uprecoveryyour pc needs to be repaired the application or operating system couldnt be loaded because a required file is missing or contains errorfile windowssystemwinload
2266,,[],[],[],0,[],[],[],emailing browsing typing and do presentations seems to last a bit over hours
2267,installed,"[u'nsubj', u'aux', u'advmod', u'nmod', u'cc', u'conj']","[u'FW', u'VBP', u'RB', u'NN', u'CC', u'VB']","[u'i', u'have', u'linux', u'chromebook', u'and', u'use']",0,[u'dep'],[u'VB'],[u'install'],while you cant install programs on it like regular laptop you can still squeeze a lot of juice out of it for example i have linux installed on my chromebook and with that i can use it as a regular pc
2268,year,[],[],[],0,[u'nmod:tmod'],[u'VB'],[u'last'],bottom line if they dont fix this issue expect your chromebook to last less than a year
2269,customer,[],[],[],0,[u'compound'],[u'NN'],[u'service'],contacted asus customer service and they indicated i can either contact the local asus service center or send it to their california service center
2270,product,"[u'amod', u'amod', u'dep', u'dep']","[u'JJ', u'JJ', u'FW', u'NN']","[u'last', u'dell', u'i', u'purhase']",0,[],[],[],last dell product i purhase
2271,computer,[u'nmod:poss'],[u'PRP$'],[u'my'],0,[u'nsubj'],[u'VBD'],[u'showed'],last week i received a call from a hp representative so he said that my computer showed a virus and needed an update from hp
2272,operating,"[u'case', u'det', u'compound']","[u'IN', u'DT', u'NN']","[u'about', u'the', u'operating']",0,"[u'nmod', u'compound']","[u'NN', u'NN']","[u'message', u'system']",within a month or so it crapped out with a message about the operating system being missing or damaged
2273,available,[],[],[],1,[u'xcomp'],[u'VB'],[u'xplorer'],files works fine but it would be nice if there were other file managers such as androids es file explorer or xplorer available for the chromebook
2274,model,"[u'case', u'acl:relcl']","[u'VBN', u'VBD']","[u'based', u'wished']",1,"[u'nmod', u'dobj']","[u'FW', u'VBN']","[u'i', u'based']",i like the darker lid in the exynos chip based model i wished they went the same direction in the intel based model as well
2275,systems,[u'compound'],[u'NN'],[u'ssd'],0,"[u'nsubj', u'dobj']","[u'VBG', u'VBG']","[u'missing', u'missing']",but once you enter your credentials that is when you notice that ssd drive is missing systems takes some time to load up all your settings and background apps
2276,screen,"[u'case', u'nummod', u'nmod', u'det', u'case', u'det']","[u'IN', u'DT', u'NN', u'DT', u'IN', u'DT']","[u'in', u'a', u'ownership', u'the', u'of', u'the']",0,"[u'nmod', u'nsubj', u'nmod']","[u'VBN', u'VBN', u'NN']","[u'begun', u'begun', u'position']",in less than a year of ownership the screen has begun to flicker when changing the position of the screen
2277,user,"[u'det', u'amod']","[u'DT', u'JJ']","[u'a', u'regular']",0,"[u'compound', u'conj']","[u'NN', u'NN']","[u'geek', u'geek']",im not a computer geek but as a regular user using it for note taking surfing the internet listening to music etc
2278,processor,[],[],[],0,"[u'compound', u'compound', u'amod', u'compound']","[u'NN', u'NN', u'NN', u'NN']","[u'management', u'management', u'state', u'state']",click on the plus next to processor power management followed by expanding maximum processor state by clicking on the respective plus next to that
2279,screen,"[u'case', u'det', u'acl:relcl']","[u'IN', u'DT', u'VB']","[u'of', u'the', u'disappear']",0,[u'nmod'],[u'NN'],[u'back'],if i applied slight pressure from the back of the screen the clouding would disappear
2280,year,[u'amod'],[u'JJ'],[u'last'],0,[u'nmod:tmod'],[u'VBN'],[u'bought'],bought it as a christmas gift for my daughter last year and never had a problems
2281,hour,"[u'case', u'advmod', u'advmod']","[u'IN', u'JJR', u'DT']","[u'for', u'less', u'an']",0,[u'nmod'],[u'VBN'],[u'used'],for a period of about weeks the laptop was used for less than an hour
2282,memory,"[u'case', u'case', u'neg', u'amod']","[u'IN', u'IN', u'DT', u'JJR']","[u'of', u'with', u'no', u'less']",0,"[u'nmod', u'nmod']","[u'NN', u'VB']","[u'cost', u'come']",with the cost of memory being what it is today this machine should come with no less than gigs of solid state memory
2283,,[],[],[],1,[],[],[],when i purchased it i was concerned that i would find the relatively stripped functionality to be a problem but its been a great laptop that i look forward to using for a long time
2284,computer,"[u'case', u'det']","[u'TO', u'DT']","[u'to', u'the']",0,[u'nmod'],[u'VBN'],[u'done'],after month of regular use the trackpad cracked with absolutely no external damage was done to the computer
2285,year,[u'amod'],[u'JJ'],[u'last'],0,[u'nmod:tmod'],[u'VBD'],[u'bough'],my son bough a lenovo laptop last year the network device was not working
2286,battery,"[u'det', u'dep']","[u'DT', u'JJ']","[u'the', u'last']",0,[],[],[],the battery last around hours
2287,drive,"[u'det', u'compound']","[u'DT', u'NN']","[u'the', u'dvd']",0,[u'dobj'],[u'VBD'],[u'required'],my last windows machine that i was keeping around to run rosettastone spanish it required the dvd drive for my son died about months ago
2288,type,[u'det'],[u'DT'],[u'the'],0,[u'dobj'],[u'VBN'],[u'driven'],the monitor driven off the type c to hdmi adapter on the left side blinks on and off every few seconds ive swapped monitors making it unusable
2289,products,"[u'case', u'nmod:poss']","[u'IN', u'PRP$']","[u'of', u'their']",0,[u'nmod'],[u'DT'],[u'any'],last time i will buy any of their products
2290,speed,[],[],[],0,[u'conj'],[u'NNS'],[u'issues'],ago it has less issues and speed is about the same
2291,power,[],[],[],0,[u'compound'],[u'NN'],[u'cord'],i was just involved with a cross country event and spent several hrs at registration using the chromebook to load gps tracks into peoples garmin devices and android phones and didnt even bring the power cord with me
2292,computers,"[u'compound', u'nmod', u'case', u'det', u'amod', u'nummod', u'cc', u'conj']","[u'NN', u'NNS', u'IN', u'DT', u'JJ', u'CD', u'CC', u'NN']","[u'apple', u'years', u'for', u'the', u'last', u'ten', u'and', u'experience']",0,"[u'dobj', u'nmod']","[u'VBN', u'NNS']","[u'owned', u'computers']",i have exclusively owned apple computers for the last ten years and my last experience owning a windows based laptop was horrid
2293,product,[u'det'],[u'DT'],[u'the'],0,[u'nsubj'],[u'VBN'],[u'stopped'],within the last weeks the product had all together stopped connecting to the internet no matter where i was
2294,,[],[],[],0,[],[],[],remember that you can not add regular software programs to this thats a trade off allowing it to be so compact
2295,power,[u'det'],[u'DT'],[u'the'],0,"[u'nsubj', u'compound']","[u'NN', u'NN']","[u'rap', u'chord']",the last hp laptop i bought the battery was in a separate bubble rap with the power chord but this one came already in the laptop
2296,life,"[u'det', u'compound', u'acl:relcl']","[u'DT', u'NN', u'VBP']","[u'the', u'battery', u'im']",0,"[u'nsubj', u'compound']","[u'NNS', u'NN']","[u'hours', u'life']",ive had it for two months now so i cant speak to its overall longevity but i know that the battery life when im just browsing the internet and working on word documents is actually hours
