Cluster,Probability,Label,Sentence
23,0.987907767,0,ive tested the internet on multiple speed test sites and they all return the same results
10,0.99996369,1,so my plan is to have it repaired and covered by amex and hopefully it will last for another few years
25,0.983250921,0,if you have even the tiniest of problems you will enter the vortex of hell that is dells excuse for customer service
0,0.949536106,0,occasionally this computer with disable the internet and you cant get it back on until you uninstall and then let it re install
14,0.999981356,0,however the internal wireless modem stopped working a week after i bought it and i had to buy an external usb modelm to access internet
33,0.999993077,0,moving from a windows based laptop to this has me missing skype calls and i cant run a specific program from my school to set up a vpn
39,0.994159358,1,it would be nice to know the reason for the screen to change like it did
25,0.982871245,0,the service was just outside of my price range
15,0.984363805,0,this is last product of hp for me
17,0.929037322,0,so less time i can bill them for waiting for my computer to boot up the happier they are as well
23,0.692495087,0,i remember the day when people brought products built to last
17,0.996912042,0,edited paragraph on my last day before shipping the computer back it got stuck on a continuous bootload
5,0.999999997,0,received this product today and when it was powered up it said the operating system was damaged or missing
23,0.999956577,0,playing games on the battery will last you maybe an hour
0,0.975481814,0,lastly i would add something about the screen
0,0.995163013,0,this newer model freezes multiple times daily is actually slower
19,1,1,it would be a great first computer for a student maybe a gift for someone who just needs to browse the web and send email but it just wasnt quite enough for me
23,0.999939232,0,even after a year the battery will last for hours and sometimes up to or if i lower the brightness setting
31,0.987224913,0,i spent several hours reloading my apps to the samsung pro
6,0.999750608,0,at this point just a few fairly standard programs had been installed minecraft and skype
15,0.879295734,0,i received the product last week
9,0.999999959,0,i was intrigued by the capability to add a second ssd via the additional sata port and although i have yet to do so i will be adding a second drive in the future
39,0.979157143,0,i had to move some files off to a second drive to make room for it but that was well worth it and i dont need picture files on my ssd
